<META>
author:Youppie Arliansyah
email:youppie@gmail.com
tanggal_dibuat:2010-11-17
nama_file:wilayah.txt
deskripsi:Data Wilayah (Propinsi, Kabupaten, Kecamatan) Indonesia, sumber data diambil dari sumbangan Wida Sari dari file group ID-PHP
kegunaan:Demo
lokasi:data/wilayah.txt
primary_key:kode_wilayah
sifat_tabel:master;hirarki
81.03.06.2005;SETI
81.03.06.2006;AKETERNATE
81.03.06.2007;MANUSELA
81.03.06.2008;MANEO RENDAH
81.03.06.2009;KALOA
81.03.06.2010;KANIKE
81.03.06.2011;ROHO
81.03.06.2012;HUA ULU
81.03.06.2013;WARASIWA
81.03.06.2014;RUMAHWEY
81.03.06.2015;LISABATA TIMUR
81.03.06.2016;LATOA
81.03.06.2017;LABUAN
81.03.06.2018;PASANEA
81.03.06.2019;HORALE
81.03.06.2020;SALEMAN
81.03.06.2021;RUMAHSOKAT
81.03.06.2022;SAWAI
81.03.06.2023;KOBISONTA
81.03.06.2024;WAILOPING
81.03.06.2025;WAITILA
81.03.06.2026;WAIPUTIH
81.03.06.2027;SAMAL
81.03.06.2028;MOROKAI
81.03.06.2029;WAITONIPA
81.03.06.2030;MARASAHUA
81.03.06.2031;WAIMUSI
81.03.06.2032;WAIASIH
81.03.06.2033;LOA WAY
81.03.06.2034;KOBIMUKTI
81.03.06.2035;TIHUANA
81.03.06.2036;WAIMUSAL
81.03.06.2037;NAMTO
81.03.06.2038;TANAH MERAH
81.03.09.2001;NUSANTARA
81.03.09.2002;DWI FAJAR
81.03.09.2003;MERDEKA
81.03.09.2004;RAJAWALI
81.03.09.2005;KAMPUNG BARU
81.03.09.2006;PULAU HATTA
81.03.09.2007;SELAMON
81.03.09.2008;LONTHOIR
81.03.09.2009;PULAU AI
81.03.09.2010;PULAU RHUM
81.03.11.2001;ULALAHAN
81.03.11.2002;LAHAKABA
81.03.11.2003;LAFA
81.03.11.2004;YAMALATU
81.03.11.2005;HUNISI
81.03.11.2006;LAIMU
81.03.11.2007;MANEORATU
81.03.11.2008;TEHUA
81.03.11.2009;LAHA
81.03.11.2010;WOLU
81.03.11.2011;TELUTI BARU
81.03.11.2012;MOSSO
81.03.11.2013;HATUMETE
81.03.11.2014;HATU
81.03.11.2015;PELIAMA
81.03.11.2016;YAPUTIH
81.03.11.2017;SANULU
81.03.11.2018;TEHORU
81.03.11.2019;HAYA
81.03.11.2020;SALAMAHU
81.03.12.2001;BOOI
81.03.12.2002;PAPERU
81.03.12.2003;TIOUW
81.03.12.2004;HARlA
81.03.12.2005;PARTHO
81.03.12.2006;KULUR
81.03.12.2007;ITAWAKA
81.03.12.2008;NOLOTH
81.03.12.2009;IHA
81.03.12.2010;IHAMAHU
81.03.12.2011;TUHAHA
81.03.12.2012;SAPARUA
81.03.12.2013;SIRI SORI AMALATU
81.03.12.2014;SRI SORI
81.03.12.2015;ULLATH
81.03.12.2016;OUW
81.03.12.2017;M A H U
81.03.13.2001;ABORU
81.03.13.2002;WASSU
81.03.13.2003;OMA
81.03.13.2004;HARUKU
81.03.13.2005;SAMETH
81.03.13.2006;ROHOMONI
81.03.13.2007;KABAU
81.03.13.2008;KAILOLO
81.03.13.2009;PELAUW
81.03.13.2010;KARIU
81.03.13.2011;HULALIU
81.03.14.2001;LIANG
81.03.14.2002;WAAI
81.03.14.2003;TULEHU
81.03.14.2004;TIAL
81.03.14.2005;TENGAH -TENGAH
81.03.14.2006;SULI
81.03.15.2001;HATU
81.03.15.2002;LILIBOI
81.03.15.2003;ALLANG
81.03.15.2004;WAKASIHU
81.03.15.2005;LARIKE
81.03.15.2006;ASIL ULU
81.03.15.2007;URENG
81.03.15.2008;NEGERI LIMA
81.03.15.2009;SEITH
81.03.15.2010;KAITETU
81.03.15.2011;HILA
81.03.15.2012;WAKAL
81.03.15.2013;HlTU LAMA
81.03.15.2014;HITU MESSING
81.03.15.2015;MAMALA
81.03.15.2016;MORELA
81.03.16.2001;DS. AMETH
81.03.17.1001;NAMAELO
81.03.17.1002;NAMASINA
81.03.17.1003;AMPERA
81.03.17.1004;LESANE
81.03.17.1005;LETWARU
81.04.01.2001;NAMLEA
81.04.01.2002;U B U N G
81.04.01.2003;JIKUMARASA
81.04.01.2004;S A W A
81.04.01.2005;WAIPPERANG
81.04.01.2006;LAMAHANG
81.04.01.2007;WAPLAU
81.04.01.2008;SAMALAGI
81.04.01.2009;NAMSINA
81.04.01.2010;HATAWANO
81.04.01.2011;WAIPOTIH
81.04.01.2012;SANLEKO
81.04.02.2001;AIR BUAYA
81.04.02.2002;WAIMANGIT
81.04.02.2003;WAMLANA
81.04.02.2004;WAINIBE
81.04.02.2005;B A R A
81.04.02.2006;WAIKEKA
81.04.03.2001;LEKSULA
81.04.03.2002;M E P A
81.04.03.2003;E W I R I
81.04.03.2004;WAIHAKA
81.04.03.2005;WAITUREN
81.04.03.2006;WAIMULANG
81.04.03.2007;WAIBELE
81.04.03.2008;F O G I
81.04.03.2009;PASIR PUTIH
81.04.03.2010;B I L O R O
81.04.03.2011;K A S E
81.04.03.2012;WAINALUT
81.04.03.2013;TIVU
81.04.03.2014;WAELO
81.04.03.2015;F A K A L
81.04.04.2001;WAMSISI
81.04.04.2002;LEKTAMA
81.04.04.2003;FATMITE
81.04.04.2004;ELFULE
81.04.04.2005;L E K U
81.04.04.2006;OKI LAMA
81.04.04.2007;WAILIKUT
81.04.04.2008;L E N A
81.04.04.2009;WAETAWA
81.04.04.2010;SELASI
81.04.04.2011;LUMOY
81.04.04.2012;MASAWOY
81.04.04.2013;U L I M A
81.04.05.2001;WAENETAT
81.04.05.2002;WAETELE
81.04.05.2003;WAEKASAR
81.04.05.2004;WAEGEREN
81.04.05.2005;GRANDENG
81.04.05.2006;WAETINA
81.04.05.2007;WAELO
81.04.05.2008;PARBULU
81.04.05.2009;DEBOWAY
81.04.05.2010;KAYELI
81.04.05.2011;SEITH
81.04.05.2012;P E L A
81.04.05.2013;BATU JUNGKU
81.04.05.2014;WAEMORAT
81.04.05.2015;LIATH
81.04.05.2016;WAELEMAN
81.05.01.2001;TALA
81.05.01.2002;SERIHOLO
81.05.01.2003;HUALOY
81.05.01.2004;TOMALEHU
81.05.01.2005;LATU
81.05.01.2006;RUMAHKAY
81.05.01.2007;TIHULALE
81.05.01.2008;KAMARIAN
81.05.01.2009;SERUAWAN
81.05.01.2010;KAIRATU
81.05.01.2011;WAIMITAL
81.05.01.2012;HATUSUA
81.05.01.2013;WAlHATU
81.05.01.2014;WAIPIRIT
81.05.01.2015;URAUR
81.05.01.2016;WEISAMU
81.05.01.2017;NURUE
81.05.01.2018;KAMAL
81.05.01.2019;WAISARISA
81.05.01.2020;LOHIATALA
81.05.01.2021;RUMBERU
81.05.01.2022;HUNITETU
81.05.01.2023;RAMBATU
81.05.01.2024;MANUSA
81.05.01.2025;HUKUANAKOTA
81.05.01.2026;HUKU KECIL 
81.05.01.2027;AHIOLO
81.05.01.2028;WATUI
81.05.01.2029;SUMETIH  PESINARU
81.05.02.2001;KULUR
81.05.02.2002;KAWA
81.05.02.2003;PIRU
81.05.02.2004;NINIARI
81.05.02.2005;MOREKAU
81.05.02.2006;LUMOLI
81.05.02.2007;ETI
81.05.02.2008;KAIBOBO
81.05.02.2009;LOKKI
81.05.02.2010;LUHU
81.05.02.2011;IHA
81.05.02.2012;ARIATE
81.05.03.2001;MORNATEN
81.05.03.2002;NIKULUKAN
81.05.03.2003;NIWELEHU
81.05.03.2004;NUNIALI
81.05.03.2005;LISABATA  BARAT
81.05.03.2006;WAKOLO
81.05.03.2007;PATAHUWE
81.05.03.2008;TANIWEL
81.05.03.2009;HULUNG
81.05.03.2010;KASIEH
81.05.03.2011;NUKUHAI
81.05.03.2012;PASINALO
81.05.03.2013;SOHUWE
81.05.03.2014;MALOANG
81.05.03.2015;LUMAHLATAL
81.05.03.2016;HATUNURU
81.05.03.2017;MATAPA
81.05.03.2018;SOAKASALE
81.05.03.2019;MAKUBUBUI
81.05.03.2020;SUKARAJA
81.05.03.2021;LUMAHPELU
81.05.03.2022;UWEN PANTAI
81.05.03.2023;TOUNUSSA
81.05.03.2024;SOLEA
81.05.03.2025;MUSIHBUWEY
81.05.03.2026;WARALOIN
81.05.03.2027;WALAKONE
81.05.03.2028;UWETH
81.05.03.2029;LATURAKE
81.05.03.2030;BURIA
81.05.03.2031;RIRING
81.05.03.2032;RUMAH SOAL
81.05.03.2033;LOHIASAPALEWA
81.05.03.2034;NINIARI
81.05.04.2001;WAISALA
81.05.04.2002;BUANO UTARA
81.05.04.2003;BUANO SELATAN
81.05.04.2004;S O L E
81.05.04.2005;TAHALUPU
81.05.04.2006;LUHUTUBAN
81.05.04.2007;MASAWOI
81.05.04.2008;KELANG ASAUDO
81.05.04.2009;TOMALEHU TIMUR
81.05.04.2010;TOMALEHU   BARAT
81.05.04.2011;BUANO HATU PUTIH
81.05.04.2012;TUNIAWARA
81.05.04.2013;ALANG ASAUDO
81.05.04.2014;TONO JAYA
81.06.01.1012;GALAI DUBU
81.06.01.1013;SIWALIMA
81.06.01.2001;GULILI
81.06.01.2002;NAPAR
81.06.01.2003;KOBRAOR
81.06.01.2004;LAU-LAU
81.06.01.2005;GORAR
81.06.01.2006;TUNGU
81.06.01.2007;TUNGUWATU
81.06.01.2008;JEBULENGA
81.06.01.2009;WOKAM
81.06.01.2010;KARANGGULI
81.06.01.2011;DURJELA
81.06.01.2014;WANGEL
81.06.01.2015;SAMANG
81.06.01.2016;GODA-GODA
81.06.01.2017;WAIFUAL
81.06.01.2018;KOLAHA
81.06.01.2019;POKET
81.06.01.2020;JERWATU
81.06.01.2021;WAHAYUN
81.06.01.2022;WAHANGULA-NGULA
81.06.01.2023;WARIA
81.06.01.2024;KAIBOLAFIN
81.06.01.2025;TASIN WAHA
81.06.01.2026;KABUFIN
81.06.01.2027;MARLASI
81.06.01.2028;KOLAMAR
81.06.01.2029;MESIDANG
81.06.01.2030;SELMONA
81.06.01.2031;MOHONSEL
81.06.01.2032;WAFAN
81.06.01.2033;LANGHALAU
81.06.01.2034;BERDEFAN
81.06.01.2035;KOMPANE
81.06.01.2036;KABALSIANG
81.06.01.2037;BENJURING
81.06.01.2038;KOBAMAR
81.06.01.2039;SELIBATA- BATA
81.06.01.2040;KUMUL
81.06.01.2041;BATULEI
81.06.01.2042;WARIALAU
81.06.01.2043;KOBADANGAR
81.06.01.2044;MURAl
81.06.02.2001;JEROL
81.06.02.2002;MARFENFEN
81.06.02.2003;KABALUKIN
81.06.02.2004;KALAR-KALAR
81.06.02.2005;FERUNI
81.06.02.2006;NGAIGULI
81.06.02.2007;FATURAL
81.06.02.2008;NGAIBOR
81.06.02.2009;DOSIMAR
81.06.02.2010;POPJETUR
81.06.02.2011;BATUGOYANG
81.06.02.2012;SALAREM
81.06.02.2013;NEROR
81.06.02.2014;S I Y A
81.06.02.2015;BELTUBUR
81.06.02.2016;KAREY
81.06.02.2017;JORANG
81.06.02.2018;GOMARMETI
81.06.02.2019;GOMARSUNGAI
81.06.02.2020;ERERSIM
81.06.02.2021;FATU-JURING
81.06.02.2022;TABARFANE
81.06.02.2023;HOKMAR
81.06.02.2024;L U T U R
81.06.02.2025;R E B I
81.06.02.2026;LOR-LOR
81.06.02.2027;GAIMAR
81.06.02.2028;LAININIR
81.06.02.2029;DOKA BARAT
81.06.02.2030;DOKA TIMUR
81.06.02.2031;JELITA
81.06.03.2001;BENJINA
81.06.03.2002;MAEKAR
81.06.03.2003;GARDAKAU
81.06.03.2004;I R L O Y
81.06.03.2005;ALGANDA
81.06.03.2006;LORANG
81.06.03.2007;MURAl
81.06.03.2008;MANJAU
81.06.03.2009;KWARBOLA
81.06.03.2010;PONOM
81.06.03.2011;WAILAY
81.06.03.2012;KAIWABAR
81.06.03.2013;BASADA
81.06.03.2014;KOBROL
81.06.03.2015;WARJUKUR
81.06.03.2016;WARLOY
81.06.03.2017;KOIJABI
81.06.03.2018;BALATAN
81.06.03.2019;MARIRI
81.06.03.2020;LOLA
81.06.03.2021;WARBAL
81.06.03.2022;JAMBU AIR
81.06.03.2023;GOMO -GOMO
81.06.03.2024;MESIANG
81.06.03.2025;LONGGAR
81.06.03.2026;APARA
81.06.03.2027;BENUM
81.06.03.2028;KOBADANGAR
81.06.03.2029;KOBASEL FARA
81.06.03.2030;KOBASEL TIMUR
81.06.03.2031;FATLABATA
81.06.03.2032;DOSINAMALAU
81.06.03.2033;WAKUA
81.06.03.2034;JERLAY
81.06.03.2035;MARIRIMAR
81.06.03.2036;PAPAKULA
81.06.03.2037;TANAH MIRING
81.06.03.2038;GULI-GULI
81.06.03.2039;NAMARA
81.06.03.2040;SELILAU
81.06.03.2041;JURSIANG
81.06.03.2042;SEWER
81.06.03.2043;MAIJURING
81.06.03.2044;KARAWAIN
81.07.01.2001;BENGGOI
81.07.01.2002;HOTE
81.07.01.2003;BULA
81.07.01.2004;SALAS
81.07.01.2005;DAWANG
81.07.01.2006;SOLANG
81.07.01.2007;BELlS
81.07.01.2008;WARU
81.07.01.2009;WAlMATAKABO
81.07.02.2001;GESER
81.07.02.2002;KILTAI 
81.07.02.2003;KILWARU
81.07.02.2004;KELLU
81.07.02.2005;KEFFING
81.07.02.2006;URUNG
81.07.02.2007;KILMURI
81.07.02.2008;KUWAOS
81.07.02.2009;KIANLAUT
81.07.02.2010;KIAN DARAT
81.07.02.2011;DANAMA
81.07.02.2012;KILMOI
81.07.02.2013;KILBAT
81.07.02.2014;SESAR
81.07.02.2015;AIRKASAR
81.07.02.2016;WARAS -WARAS
81.07.02.2017;GAH
81.07.03.2001;BATUASA
81.07.03.2002;HATUIMETEN
81.07.03.2003;WERINAMA
81.07.03.2004;BEMO
81.07.03.2005;ATIAHU
81.07.03.2006;ELNUSA
81.07.03.2007;LAPOLA
81.07.03.2008;TUNSAI
81.07.03.2009;POLIN
81.07.03.2010;LILIAMA
81.07.04.2001;KATALOKA
81.07.04.2002;PULAU PANJANG
81.07.04.2003;AMARSEKARU
81.07.04.2004;ONDOR
81.07.04.2005;D A I
81.07.04.2006;M I D A
81.07.04.2007;AMARWAWATU
81.07.04.2008;KOTA SIRIH
81.07.04.2009;KILKODA
81.07.04.2010;M I R A N
81.07.04.2011;R A R A T
81.07.04.2012;I L I L I
81.07.04.2013;E F F A
81.07.04.2014;LAHEMA
81.07.04.2015;U T T A
81.07.04.2016;AMAR LAUT
81.07.04.2017;TAMHER TIMUR
81.07.04.2018;TAMHER  BARAT
81.07.04.2019;KELANGAN
81.07.04.2020;T E O R
81.71.01.1006;NUSANIWE  (K)
81.71.01.1007;WAINATU
81.71.01.1008; BENTENG
81.71.01.1009;KUDAMATI
81.71.01.1010;MANGGADUA
81.71.01.1011;URIMESSING
81.71.01.1012;WAIHAONG
81.71.01.1013;SILALE
81.71.01.2001;LATUHALAT
81.71.01.2002;SEILALE
81.71.01.2003;NUSANIWE
81.71.01.2004;AMAHUSU
81.71.01.2005;URIMESSING
81.71.02.1010;PANDAN KASTURI
81.71.02.1011;RIJALI
81.71.02.1012;AMANTELU
81.71.02.1013;KARANG PANJANG
81.71.02.1014;WAIHOKA
81.71.02.1015;BATU MEJA
81.71.02.1016;BATU GAJAH
81.71.02.1017;URITETU
81.71.02.1018;HONIPOPU
81.71.02.1019;AHUSEN
81.71.02.2001;HATIVE KECIL
81.71.02.2002;GALALA
81.71.02.2003;BATU MERAH
81.71.02.2004;HUKURILA
81.71.02.2005;E  M  A
81.71.02.2006;KILANG
81.71.02.2007;NAKU
81.71.02.2008;HATALAI
81.71.02.2009;S O Y A
81.71.03.1005;NANIA
81.71.03.1008;P O K A
81.71.03.1017;TIHU
81.71.03.1018;LATER
81.71.03.2001;PASSO
81.71.03.2002;HALONG
81.71.03.2003;LATTA
81.71.03.2004;NEGERI LAMA
81.71.03.2006;WAIHERU
81.71.03.2007;HUNUT/DURIAN PATAH
81.71.03.2009;RUMAH TIGA
81.71.03.2010;WAYAME
81.71.03.2011;HATIWE BESAR
81.71.03.2012;TAWIRI
81.71.03.2013;LAHA
81.71.03.2014;HUTUMURI
81.71.03.2015;RUTONG
81.71.03.2016;LEAHARI
35.01.01.2001;WIDORO
35.01.01.2002;SAWAHAN
35.01.01.2003;KALAK
35.01.01.2004;SENDANG
35.01.01.2005;KLEPU
35.01.01.2006;GEDOMPOL
35.01.01.2007;CEMENG
35.01.01.2008;GENDARAN
35.01.01.2009;SUKODONO
35.01.01.2010;SEKAR
35.01.01.2011;DONOROJO
35.01.01.2012;BELAH
35.01.02.2001;DERSONO
35.01.02.2002;SUGIH WARAS
35.01.02.2003;WATUKARUNG
35.01.02.2004;JLUBANG
35.01.02.2005;CANDI
35.01.02.2006;POKO
35.01.05.2014;GEMBUK
35.01.05.2015;SANGGRAHAN
35.01.05.2016;PUNJUNG
35.01.05.2017;WONOGONDO
35.01.05.2018;KETEPUNG
35.01.05.2019;KETRO
35.01.06.2001;MLATI
35.01.06.2002;SEDAYU
35.01.06.2003;TREMAS
35.01.06.2004;ARJOSARI
35.01.06.2005;GUNUNGSARI
35.01.06.2006;PAGUTAN
35.01.06.2007;GEMBONG
35.01.06.2008;BORANG
35.01.06.2009;GEGERAN
35.01.06.2010;KEDUNGBENDO
35.01.06.2011;MANGUNHARJO
35.01.06.2012;JETIS KIDUL
35.01.06.2013;TEMON
35.01.06.2014;KARANGGEDE
35.01.06.2015;GAYUHAN
35.01.06.2016;KARANGREJO
35.01.06.2017;JATIMALANG
35.01.07.2001;GONDANGAN
35.01.07.2002;MUJING
35.01.07.2003;SEMPU
35.01.07.2004;NAWANGAN
35.01.07.2005;TOKAWI
35.01.07.2006;JETISLOR
35.01.07.2007;PENGGUNG
35.01.07.2008;PAKIS BARU
35.01.07.2009;NGROMO
35.01.08.2001;PETUNGSINARANG
35.01.08.2002;NGUNUT
35.01.08.2003;BANDAR
35.01.08.2004;KLEDUNG
35.01.08.2005;TUMPUK
35.01.08.2006;WATUPATOK
35.01.08.2007;BANGUNSARI
35.01.08.2008;JERUK
35.01.09.2001;KEBON DALEM
35.01.09.2002;GEDANGAN
35.01.09.2003;NGRECO
35.01.09.2004;KASIHAN
35.01.09.2005;PUCANGOMBO
35.01.09.2006;GEMAHARJO
35.01.09.2007;PLOSO
35.01.09.2008;TEGALOMBO
35.01.09.2009;KEMUNING
35.01.09.2010;TAHUNAN
35.01.10.2001;JETAK
35.01.10.2002;NGLARAN
35.01.10.2003;WONOANTI
35.01.10.2004;PADI
35.01.10.2005;KLUWIH
35.01.10.2006;BUNGUR
35.01.10.2007;TULAKAN
35.01.10.2008;JATIGUNUNG
35.01.10.2009;GASANG
35.01.10.2010;KALIKUNING
35.01.10.2011;NGILE
35.01.10.2012;BUBAKAN
35.01.10.2013;LOSARI
35.01.10.2014;NGUMBUL
35.01.10.2015;WONOSIDI
35.01.10.2016;KETRO
35.01.11.2001;SIDOMULYO
35.01.11.2002;HADIWARNO
35.01.11.2003;TANJUNGPURO
35.01.11.2004;HADILUWIH
35.01.11.2005;PAGEREJO
35.01.11.2006;WIYORO
35.01.11.2007;NGADIROJO
35.01.11.2008;BOGOHARJO
35.01.11.2009;COKROKEMBANG
35.01.11.2010;BODAG
35.01.11.2011;TANJUNG LOR
35.01.11.2012;NOGOSARI
35.01.11.2013;CANGKRING
35.01.11.2014;WONODADI KULON
35.01.11.2015;WIONODADI KIDUL
35.01.11.2016;WONOKARTO
35.01.12.2001;PAGER KIDUL
35.01.12.2002;PAGER LOR
35.01.12.2003;SUKOHARJO
35.01.12.2004;SUDIMORO
35.01.12.2005;KETANGGUNG
35.01.12.2006;KLEPU
35.02.01.2001;TUGUREJO
35.02.01.2002;SENEPO
35.02.01.2003;SLAHUNG
35.02.01.2004;CALUK
35.02.01.2005;BROTO
35.02.01.2006;MENGGARE
35.02.01.2007;KAMBENG
35.02.01.2008;WATES
35.02.01.2009;NGILO-ILO
35.02.01.2010;DURI
35.02.01.2011;NGLONING
35.02.01.2012;PLANCUNGAN
35.02.01.2013;JEBENG
35.02.01.2014;GALAK
35.02.01.2015;TRUNENG
35.02.01.2016;SIMO
35.02.01.2017;CRABAK
35.02.01.2018;MOJOPITU
35.02.01.2019;GUNDIK
35.02.01.2020;NAILAN
35.02.01.2021;GOMBANG
35.02.01.2022;JANTI
35.02.02.2001;WONODADI
35.02.02.2002;SENDANG
35.02.02.2003;BAOSAN KIDUL
35.02.02.2004;BINADE
35.02.02.2005;MRAYAN
35.02.02.2006;BAOSAN LOR
35.02.02.2007;TEMON
35.02.02.2008;SELUR
35.02.02.2009;NGRAYUN
35.02.02.2010;CEPOKO
35.02.03.2001;PELEM
35.02.03.2002;KORIPAN
35.02.03.2003;BEKARE
35.02.03.2004;NAMBAK
35.02.03.2005;KALISAT
35.02.03.2006;MUNGGU
35.02.03.2007;PAGER
35.02.03.2008;BLANG
35.02.03.2009;BUNGKAL
35.02.03.2010;KETONGGO
35.02.03.2011;KUNTI
35.02.03.2012;BANCAR
35.02.03.2013;PADAS
35.02.03.2014;BUNGU
35.02.03.2015;KUPUK
35.02.03.2016;SAMBILAWANG
35.02.03.2017;KWAJON
35.02.03.2018;BEDI WETAN
35.02.03.2019;BEDI KULON
35.02.04.2001;GAJAH
35.02.04.2002;WRINGINANOM
35.02.04.2003;NGADISANAN
35.02.04.2004;MAGUWAN
35.02.04.2005;NGLEWAN
35.02.04.2006;BEDINGIN
35.02.04.2007;BANCANGAN
35.02.04.2008;CAMPUREJO
35.02.04.2009;CAMPURSARI
35.02.04.2010;BULU
35.02.04.2011;SAMBIT
35.02.04.2012;BESUKI
35.02.04.2013;WILANGAN
35.02.04.2014;BANGSALAN
35.02.04.2015;KEMUNING
35.02.05.2001;TUMPUK
35.02.05.2002;PANGKAL
35.02.05.2003;TUMPAK PELEM
35.02.05.2004;TEMPURAN
35.02.05.2005;SRITI
35.02.05.2006;TEMON
35.02.05.2007;SAWOO
35.02.05.2008;PRAYUNGAN
35.02.05.2009;TUGUREJO
35.02.05.2010;GROGOL
35.02.05.2011;KETRO
35.02.05.2012;KORI
35.02.05.2013;BONDRANG
35.02.05.2014;NGINDENG
35.02.06.2001;NGADIROJO
35.02.06.2002;KLEPU
35.02.06.2003;SURU
35.02.06.2004;SOOKO
35.02.06.2005;BEDOHO
35.02.06.2006;JURUG
35.02.07.2001;KARANGPATIHAN
35.02.07.2002;TEGALREJO
35.02.07.2003;BEDRUG
35.02.07.2004;WAGIR KIDUL
35.02.07.2005;SINGGAHAN
35.02.07.2006;PATIK
35.02.07.2007;PULUNG
35.02.07.2008;PULUNG MERDIKO
35.02.07.2009;SIDIHARJO
35.02.07.2010;WOTAN
35.02.07.2011;PLUNTURAN
35.02.07.2012;POMAHAN
35.02.07.2013;KESUGIHAN
35.02.07.2014;SERAG
35.02.07.2015;WAYANG
35.02.07.2016;MUNGGUNG
35.02.07.2017;BEKIRING
35.02.07.2018;BANARAN
35.02.08.2001;TUGU
35.02.08.2002;CANDI
35.02.08.2003;TOTOKAN
35.02.08.2004;NGRUKEM
35.02.08.2005;SIWALAN
35.02.08.2006;JORESAN
35.02.08.2007;NGLUMPANG
35.02.08.2008;GONTOR
35.02.08.2009;GANDU
35.02.08.2010;JABUNG
35.02.08.2011;BAJANG
35.02.08.2012;MLARAK
35.02.08.2013;SERANGAN
35.02.08.2014;SUREN
35.02.08.2015;KAPONAN
35.02.09.2001;NGASINAN
35.02.09.2002;KUTUKULON
35.02.09.2003;KUTU WETAN
35.02.09.2004;KRADINAN
35.02.09.2005;MOJOMATI
35.02.09.2006;COPER
35.02.09.2007;MOJOREJO
35.02.09.2008;KARANGGEBANG
35.02.09.2009;JETIS
35.02.09.2010;TEGALSARI
35.02.09.2011;WONOKETRO
35.02.09.2012;JOSARI
35.02.09.2013;TURI
35.02.09.2014;WINONG
35.02.10.1017;RONOWIJAYAN
35.02.10.1018;MANGUNSUMAN
35.02.10.2001;DEMANGAN
35.02.10.2002;NGABAR
35.02.10.2003;MADUSARI
35.02.10.2004;BETON
35.02.10.2005;SEKARAN
35.02.10.2006;BRAHU
35.02.10.2007;KEPUHRUBUH
35.02.10.2008;SAWUH
35.02.10.2009;JARAK
35.02.10.2010;TRANJANG
35.02.10.2011;PIJERAN
35.02.10.2012;MANUK
35.02.10.2013;SIMAN
35.02.10.2014;PATIHAN KIDUL
35.02.10.2015;RONOSENTANAN
35.02.10.2016;TAJUG
35.02.11.2001;PANDAK
35.02.11.2002;BULUKIDUL
35.02.11.2003;BULAK
35.02.11.2004;NGENDUT
35.02.11.2005;KARANGPATIHAN
35.02.11.2006;SUMBEREJO
35.02.11.2007;NGUMPUL
35.02.11.2008;NGRAKET
35.02.11.2009;DADAPAN
35.02.11.2010;SINGKIL
35.02.11.2011;KARANGAN
35.02.11.2012;BAJANG
35.02.11.2013;BALONG
35.02.11.2014;JALEN
35.02.11.2015;KARANGMOJO
35.02.11.2016;SEDARAT
35.02.11.2017;PURWOREJO
35.02.11.2018;TATUNG
35.02.11.2019;MUNENG
35.02.11.2020;NGAMPEL
35.02.12.2001;TEGALOMBO
35.02.12.2002;NONGKODONO
35.02.12.2003;SUKOSARI
35.02.12.2004;NGRANDU
35.02.12.2005;NLARANGAN
35.02.12.2006;BRINGIN
35.02.12.2007;PENGKOL
35.02.12.2008;GABEL
35.02.12.2009;CILUK
35.02.12.2010;SEMANDING
35.02.12.2011;TOSANAN
35.02.12.2012;MARON
35.02.12.2013;SOMOROTO
35.02.12.2014;PLOSOJENAR
35.02.12.2015;CARAT
35.02.12.2016;KAUMAN
35.02.13.2001;DAYAKAN
35.02.13.2002;KARANGAN
35.02.13.2003;TANJUNGGUNUNG
35.02.13.2004;KARANGJOHO
35.02.13.2005;TANJUNGREJO
35.02.13.2006;BANDARALIM
35.02.13.2007;KAPURAN
35.02.13.2008;WATUBONANG
35.02.13.2009;BITING
35.02.13.2010;BADEGAN 
35.02.14.2001;SAMPUNG
35.02.14.2002;POHIJO
35.02.14.2003;JENANGAN
35.02.14.2004;NGLURUP
35.02.14.2005;TULUNG
35.02.14.2006;CARANGREJO
35.02.14.2007;PAGERWUKIR
35.02.14.2008;KUNTI
35.02.14.2009;GLINGGANG
35.02.14.2010;GELANGKULON
35.02.14.2011;KARANGWALUH
35.02.15.2001;SUKOREJO
35.02.15.2002;BANGUNREJO
35.02.15.2003;SIDOREJO
35.02.15.2004;NAMBANGREJO
35.02.15.2005;LENGKONG
35.02.15.2006;GELANGLOR
35.02.15.2007;SERANGAN
35.02.15.2008;NAMPAN
35.02.15.2009;KRANGGAN
35.02.15.2010;GOLAN
35.02.15.2011;PRAJEGAN
35.02.15.2012;KEDUNGBANTENG
35.02.15.2013;KARANGLO LOR
35.02.15.2014;GEGERAN
35.02.15.2015;GANDUKEPUH
35.02.15.2016;KALIMALANG
35.02.15.2017;SRAGI
35.02.15.2018;MOROSARI
35.02.16.1001;KERTOSARI
35.02.16.1003;PATIHAN WETAN
35.02.16.1005;KADIPATEN
35.02.16.2001;KEDUNGWUNGU
35.02.16.2002;SALAMREJO
35.02.16.2003;SUMBERKEMBAR
35.02.16.2004;BINANGUN
35.02.16.2005;REJOSO
35.02.16.2006;NGEMBUL
35.02.16.2007;SAMBIGEDE
35.02.16.2008;TAWANGREJO
35.02.16.2009;UMBULDAMAR
35.02.16.2010;NGADRI
35.02.16.2011;BIROWO
35.02.16.2012;SUKORAME
35.02.16.2013;BABADAN
35.02.16.2014;PURWOSARI
35.02.16.2015;TRISONO
35.02.17.1001;PAJU
35.02.17.1002;BROTONEGARAN
35.02.17.1003;PAKUNDEN
35.02.17.1004;KEPATIHAN
35.02.17.1005;SURODIKRAMAN
35.02.17.1006;PURBOSUMAN
35.02.17.1007;TONATAN
35.02.17.1008;BANGUNSARI
35.02.17.1009;TAMANARUM
